Unnamed: 0,last_scraped,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
2566,2024-12-20,2011-11-28,,within an hour,100%,92%,f,Jamaica Plain,5,5,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.31785580190387,-71.09964724789793,Entire rental unit,Entire home/apt,4,,1.0,,"[""Smoke alarm"", ""Central air conditioning"", ""Coffee maker"", ""TV"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Keypad"", ""EV charger"", ""Heating"", ""Outdoor dining area"", ""Shared backyard \u2013 Fully fenced"", ""Wifi"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Free parking on premises"", ""Dishes and silverware"", ""Patio or balcony"", ""Outdoor furniture""]",,3,365,3.0,3.0,365.0,365.0,3.0,365.0,,t,0,0,0,2024-12-20,16,6,0,2023-03-26,2024-07-23,5.0,4.94,5.0,4.94,4.88,4.69
2635,2024-12-20,2019-08-04,"Boston, MA",within an hour,100%,100%,f,Jamaica Plain,2,2,"['email', 'phone']",t,,Jamaica Plain,,42.297686,-71.113484,Entire rental unit,Entire home/apt,7,1.0,3.0,6.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Conditioner"", ""Coffee maker"", ""Rice maker"", ""Hangers"", ""Board games"", ""Radiant heating"", ""Gas stove"", ""Paid washer \u2013 In building"", ""Body soap"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Bathtub"", ""Extra pillows and blankets"", ""Essentials"", ""City skyline view"", ""Paid dryer \u2013 In building"", ""Stainless steel single oven"", ""Wine glasses"", ""Portable fans"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Dining table"", ""Pack \u2019n play/Travel crib - available upon request"", ""Shared patio or balcony"", ""Fast wifi \u2013 480 Mbps"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Kitchen"", ""Portable air conditioning"", ""Hair dryer"", ""HDTV"", ""Refrigerator"", ""Dishes and silverware"", ""Shampoo"", ""Blender"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",$220.00,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,t,19,49,79,2024-12-20,51,27,2,2023-03-19,2024-12-15,4.98,4.96,5.0,5.0,4.82,4.73
2665,2024-12-20,2014-03-27,"Boston, MA",within an hour,100%,86%,t,Jamaica Plain,1,1,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.32289973146069,-71.11363270178217,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,"[""Smoke alarm"", ""Conditioner"", ""Coffee maker: drip coffee maker"", ""Hangers"", ""Board games"", ""Radiant heating"", ""Lockbox"", ""Body soap"", ""TV"", ""Electric stove"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Luggage dropoff allowed"", ""Oven"", ""Bathtub"", ""Window guards"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Drying rack for clothing"", ""Wine glasses"", ""Babysitter recommendations"", ""Portable fans"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Fast wifi \u2013 251 Mbps"", ""Children\u2019s dinnerware"", ""Books and reading material"", ""Dining table"", ""Pack \u2019n play/Travel crib - available upon request"", ""Clothing storage: wardrobe"", ""Free street parking"", ""Folding or convertible high chair - available upon request"", ""Coffee"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Crib - available upon request"", ""Ceiling fan"", ""Kitchen"", ""Portable air conditioning"", ""Hair dryer"", ""Changing table - available upon request"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Refrigerator"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$117.00,29,183,29.0,29.0,183.0,183.0,29.0,183.0,,t,12,33,38,2024-12-20,6,3,0,2023-08-02,2024-09-02,5.0,5.0,5.0,5.0,5.0,4.83
2666,2024-12-20,2017-03-03,"Boston, MA",within an hour,100%,100%,t,Jamaica Plain,1,1,"['email', 'phone']",t,,Jamaica Plain,,42.3117713,-71.11527120000001,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Body soap"", ""Shower gel"", ""TV"", ""Electric stove"", ""Freezer"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Fire extinguisher"", ""Keypad"", ""Long term stays allowed"", ""Wine glasses"", ""Heating"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Books and reading material"", ""Exterior security cameras on property"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""Hot water"", ""Self check-in"", ""Ceiling fan"", ""Single oven"", ""Kitchen"", ""Portable air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Free parking on premises"", ""Dishes and silverware"", ""Pets allowed"", ""Shampoo"", ""Conditioner""]",$124.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,11,31,58,2024-12-20,57,46,2,2023-03-25,2024-12-01,4.79,4.89,4.88,4.91,4.91,4.7
2724,2024-12-20,2016-05-01,"Boston, MA",within an hour,100%,92%,t,Jamaica Plain,1,1,"['email', 'phone']",f,Neighborhood highlights,Jamaica Plain,,42.3164542232749,-71.10062603529886,Private room in townhouse,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Hangers"", ""Radiant heating"", ""Aveeno body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Bathtub"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Keypad"", ""Essentials"", ""32 inch HDTV with Netflix"", ""Portable fans"", ""Window AC unit"", ""BELLISSO shampoo"", ""Free street parking"", ""Wifi"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""BELLISSO conditioner"", ""Hair dryer"", ""Clothing storage: closet and dresser"", ""Iron"", ""Hot water""]",$92.00,3,3,1.0,3.0,3.0,3.0,2.7,3.0,,t,29,59,89,2024-12-20,55,52,1,2023-12-08,2024-12-15,4.96,4.91,4.95,5.0,4.91,4.75
2761,2024-12-20,2023-04-06,,,,,f,Jamaica Plain,1,1,['phone'],t,,Jamaica Plain,,42.30589,-71.10483,Private room in rental unit,Private room,1,,,,"[""Smoke alarm"", ""Dedicated workspace"", ""Kitchen"", ""Fire extinguisher"", ""First aid kit"", ""Washer"", ""Air conditioning"", ""TV"", ""Wifi"", ""Carbon monoxide alarm""]",,29,365,29.0,29.0,365.0,365.0,29.0,365.0,,t,0,0,0,2024-12-20,3,0,0,2023-05-24,2023-09-02,5.0,5.0,5.0,5.0,5.0,5.0
2766,2024-12-20,2017-06-04,"Boston, MA",within an hour,100%,95%,t,Jamaica Plain,12,22,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.32263152894531,-71.10684266497502,Private room in home,Private room,2,,,,"[""Smoke alarm"", ""Stove"", ""TV"", ""Freezer"", ""Carbon monoxide alarm"", ""Oven"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Keypad"", ""Air conditioning"", ""Coffee maker: Keurig coffee machine"", ""Heating"", ""Dedicated workspace"", ""Hot water kettle"", ""Outdoor dining area"", ""Dining table"", ""Free street parking"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Self check-in"", ""Ceiling fan"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Toaster"", ""Dishwasher"", ""Cooking basics""]",,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,12,12,12,2024-12-20,7,0,0,2023-05-19,2023-10-23,4.86,4.86,4.86,5.0,4.57,4.29
2767,2024-12-20,2017-06-04,"Boston, MA",within an hour,100%,95%,t,Jamaica Plain,12,22,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.32426,-71.10649,Private room in home,Private room,1,1.0,1.0,1.0,"[""Smoke alarm"", ""Hangers"", ""Shower gel"", ""Freezer"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Fully fenced"", ""Bathtub"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Keypad"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Outdoor dining area"", ""Stainless steel gas stove"", ""Free street parking"", ""Wifi"", ""First aid kit"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Outdoor furniture"", ""Shampoo"", ""Blender"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Free dryer \u2013 In building""]",$99.00,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,t,11,11,11,2024-12-20,18,11,0,2023-04-18,2024-11-02,4.89,4.89,4.94,4.94,4.94,4.83
2768,2024-12-20,2017-06-04,"Boston, MA",within an hour,100%,95%,t,Jamaica Plain,12,22,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.32406084251169,-71.10620076790872,Private room in home,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Air conditioning"", ""Heating"", ""Dedicated workspace"", ""Outdoor dining area"", ""Wifi"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""Hair dryer"", ""Free parking on premises"", ""Washer"", ""Iron"", ""Cooking basics""]",$115.00,2,1125,2.0,2.0,2.0,1125.0,2.0,1114.9,,t,26,56,86,2024-12-20,9,4,0,2023-06-10,2024-08-12,4.89,4.67,4.89,5.0,4.56,4.67
2769,2024-12-20,2017-06-04,"Boston, MA",within an hour,100%,95%,t,Jamaica Plain,12,22,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.322831882394354,-71.10689356332537,Private room in home,Private room,1,1.0,1.0,1.0,"[""Smoke alarm"", ""Heating"", ""Dedicated workspace"", ""Kitchen"", ""Lock on bedroom door"", ""Hair dryer"", ""Fire extinguisher"", ""First aid kit"", ""Outdoor dining area"", ""Free parking on premises"", ""Self check-in"", ""Washer"", ""Air conditioning"", ""Lockbox"", ""Wifi"", ""Iron"", ""Carbon monoxide alarm"", ""Cooking basics""]",$107.00,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,29,59,70,2024-12-20,8,2,0,2023-04-18,2024-07-05,4.88,4.88,4.88,4.75,4.75,4.38
2773,2024-12-20,2017-06-04,"Boston, MA",within an hour,100%,95%,t,Jamaica Plain,12,22,"['email', 'phone']",t,,Jamaica Plain,,42.32423384964981,-71.10645147677121,Entire home,Entire home/apt,4,1.0,2.0,2.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Kitchen"", ""Fire extinguisher"", ""First aid kit"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Free parking on premises"", ""Self check-in"", ""Washer"", ""Keypad"", ""Air conditioning"", ""BBQ grill"", ""TV"", ""Wifi"", ""Carbon monoxide alarm""]",$206.00,3,365,3.0,3.0,365.0,365.0,3.0,365.0,,t,30,60,90,2024-12-20,0,0,0,,,,,,,,
2807,2024-12-20,2016-04-15,"Boston, MA",,,,f,Jamaica Plain,1,3,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.31051,-71.11619,Entire home,Entire home/apt,4,1.5,2.0,2.0,"[""Smoke alarm"", ""Hangers"", ""TV"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Dedicated workspace"", ""Outdoor dining area"", ""Wifi"", ""Smart lock"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""Hair dryer"", ""Washer"", ""Shampoo"", ""Iron"", ""Hot water""]",$170.00,29,365,29.0,29.0,365.0,365.0,29.0,365.0,,t,18,48,78,2024-12-20,0,0,0,,,,,,,,
2809,2024-12-20,2018-04-28,"Boston, MA",within a few hours,100%,26%,f,Jamaica Plain,1,2,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.31445,-71.09751,Entire home,Entire home/apt,5,2.0,3.0,3.0,"[""Smoke alarm"", ""Hammock"", ""Coffee maker"", ""Hangers"", ""Board games"", ""Radiant heating"", ""Lockbox"", ""Body soap"", ""TV"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Fully fenced"", ""Bathtub"", ""Changing table"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Children\u2019s books and toys"", ""Essentials"", ""Children's playroom"", ""Climbing wall"", ""Dedicated workspace"", ""Garden view"", ""Cooking basics"", ""Window AC unit"", ""Outdoor dining area"", ""Children\u2019s dinnerware"", ""Fire pit"", ""Wifi"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In building"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Outdoor playground"", ""Free parking on premises"", ""Dishes and silverware"", ""Pets allowed"", ""BBQ grill"", ""Outdoor furniture"", ""Iron"", ""Record player"", ""Hot water"", ""Free dryer \u2013 In building""]",$250.00,2,7,2.0,2.0,7.0,7.0,2.0,7.0,,t,24,54,84,2024-12-20,8,4,0,2023-06-15,2024-06-23,5.0,5.0,5.0,5.0,4.63,4.88
2841,2024-12-20,2017-06-04,"Boston, MA",within an hour,100%,95%,t,Jamaica Plain,12,22,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.32367209126128,-71.10681704647588,Private room in home,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Conditioner"", ""Hangers"", ""Gas stove"", ""Body soap"", ""Shower gel"", ""TV"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Keypad"", ""Essentials"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine"", ""Stainless steel single oven"", ""Drying rack for clothing"", ""Wine glasses"", ""Portable fans"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dining table"", ""Bidet"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Trash compactor"", ""Dishes and silverware"", ""Washer"", ""Outdoor furniture"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Blender"", ""Private patio or balcony"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Free dryer \u2013 In building""]",$131.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,30,60,90,2024-12-20,3,0,0,2023-06-06,2023-09-18,4.67,5.0,5.0,5.0,4.0,4.33
2842,2024-12-20,2017-06-04,"Boston, MA",within an hour,100%,95%,t,Jamaica Plain,12,22,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.32423,-71.10498,Private room in home,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Hangers"", ""Stove"", ""TV"", ""Freezer"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""Lock on bedroom door"", ""Dryer"", ""Fire extinguisher"", ""Keypad"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine"", ""Portable fans"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Outdoor dining area"", ""Dining table"", ""Bidet"", ""Free street parking"", ""Shared patio or balcony"", ""Wifi"", ""Microwave"", ""Shared backyard \u2013 Fully fenced"", ""First aid kit"", ""Self check-in"", ""Ceiling fan"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Trash compactor"", ""Dishes and silverware"", ""Washer"", ""Outdoor furniture"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$127.00,29,1125,29.0,29.0,3.0,1125.0,29.0,940.1,,t,30,60,90,2024-12-20,4,1,0,2023-06-21,2024-03-25,5.0,5.0,5.0,5.0,5.0,4.75
2933,2024-12-20,2015-11-21,"Boston, MA",within an hour,100%,68%,t,Jamaica Plain,1,3,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.3203345,-71.10534799999999,Entire home,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Hangers"", ""Board games"", ""Gas stove"", ""Lockbox"", ""Shower gel"", ""Coffee maker: drip coffee maker, french press"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""It varies, depending on availability.  conditioner"", ""Stainless steel double oven"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Essentials"", ""Clothing storage: wardrobe and dresser"", ""Wine glasses"", ""Baking sheet"", ""Portable fans"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dining table"", ""Free street parking"", ""Shared backyard \u2013 Fully fenced"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""It varies upon availability.  shampoo"", ""First aid kit"", ""Self check-in"", ""HDTV with Roku"", ""Private entrance"", ""Kitchen"", ""Central heating"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Outdoor furniture"", ""Blender"", ""Iron"", ""Bloomberg refrigerator"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Free dryer \u2013 In building""]",$161.00,1,26,1.0,2.0,26.0,26.0,1.0,26.0,,t,27,57,87,2024-12-20,67,49,0,2023-07-19,2024-11-15,4.96,4.99,5.0,4.97,4.88,4.81
3125,2024-12-20,2014-03-04,"Boston, MA",within a few hours,100%,81%,t,Jamaica Plain,2,4,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.31500761298455,-71.11426414828182,Private room in home,Private room,1,1.0,1.0,1.0,"[""Portable fans"", ""Smoke alarm"", ""Dedicated workspace"", ""Hangers"", ""Hair dryer"", ""Central heating"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Outdoor dining area"", ""Clothing storage: wardrobe"", ""Host greets you"", ""Body soap"", ""Wifi"", ""Microwave"", ""Carbon monoxide alarm"", ""Hot water""]",$95.00,1,7,1.0,1.0,7.0,7.0,1.0,7.0,,t,0,19,49,2024-12-20,25,19,0,2023-09-29,2024-10-28,4.96,4.96,4.96,5.0,4.92,4.88
3484,2024-12-20,2015-04-19,"Boston, MA",,,,f,Jamaica Plain,1,2,"['email', 'phone']",t,,Jamaica Plain,,42.30806145698536,-71.10006342931624,Private room in home,Private room,1,0.5,1.0,1.0,"[""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen""]",$70.00,91,120,91.0,91.0,120.0,120.0,91.0,120.0,,t,27,57,87,2024-12-20,0,0,0,,,,,,,,
3643,2024-12-20,2016-07-06,"Boston, MA",within an hour,100%,100%,f,Jamaica Plain,1,1,['phone'],t,,Jamaica Plain,,42.32184,-71.10216,Entire condo,Entire home/apt,8,2.0,4.0,5.0,"[""Smoke alarm"", ""Clothing storage"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Lake access"", ""Stove"", ""Body soap"", ""Shower gel"", ""TV"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Keypad"", ""Essentials"", ""Air conditioning"", ""Sound system"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Cleaning available during stay"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Trash compactor"", ""Beach access \u2013 Beachfront"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Blender"", ""Iron"", ""Bread maker"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$432.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,27,54,69,2024-12-20,9,9,1,2024-07-23,2024-11-24,4.89,4.89,5.0,4.89,4.67,4.89
3907,2024-12-20,2011-08-17,"Boston, MA",within an hour,100%,100%,f,Jamaica Plain,2,2,"['email', 'phone', 'work_email']",t,,Jamaica Plain,,42.31672295270173,-71.11642094726638,Entire home,Entire home/apt,9,,5.0,,"[""Smoke alarm"", ""Conditioner"", ""Hangers"", ""Board games"", ""Radiant heating"", ""Gas stove"", ""Shared backyard"", ""Lockbox"", ""Body soap"", ""Shower gel"", ""TV"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Coffee maker: espresso machine, french press"", ""EV charger - level 2"", ""Oven"", ""Bathtub"", ""Window guards"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""AC - split type ductless system"", ""Children's playroom"", ""Wine glasses"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Outdoor dining area"", ""Children\u2019s dinnerware"", ""Books and reading material"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Mini fridge"", ""Exercise equipment"", ""Coffee"", ""Housekeeping - available at extra cost"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Heating - split type ductless system"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Barbecue utensils"", ""Dishes and silverware"", ""Pets allowed"", ""BBQ grill"", ""Outdoor furniture"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Blender"", ""Private patio or balcony"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",,2,365,2.0,2.0,365.0,365.0,2.0,365.0,,t,0,0,0,2024-12-20,1,1,0,2024-07-16,2024-07-16,5.0,5.0,5.0,5.0,5.0,5.0
3908,2024-12-20,2012-11-11,"Boston, MA",,,,f,Jamaica Plain,1,1,"['email', 'phone']",t,,Jamaica Plain,,42.3073582,-71.1224544,Entire home,Entire home/apt,6,4.0,4.0,6.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Kitchen"", ""Fire extinguisher"", ""Outdoor dining area"", ""Free parking on premises"", ""Washer"", ""Indoor fireplace"", ""Fire pit"", ""Air conditioning"", ""BBQ grill"", ""TV"", ""Wifi"", ""Exercise equipment"", ""Piano"", ""Carbon monoxide alarm""]",$257.00,91,365,91.0,91.0,365.0,365.0,91.0,365.0,,t,23,53,83,2024-12-20,0,0,0,,,,,,,,
4029,2024-12-20,2014-04-03,"Boston, MA",within an hour,100%,100%,t,Jamaica Plain,1,1,['phone'],t,Neighborhood highlights,Jamaica Plain,,42.31512,-71.10048,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Conditioner"", ""Hangers"", ""Body soap"", ""Shower gel"", ""55 inch HDTV with Chromecast, Netflix, Fire TV"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Dryer"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Keypad"", ""Single level home"", ""AC - split type ductless system"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Dedicated workspace"", ""Garden view"", ""Cooking basics"", ""Hot water kettle"", ""Books and reading material"", ""Exterior security cameras on property"", ""Dining table"", ""Pack \u2019n play/Travel crib - available upon request"", ""Free street parking"", ""Microwave"", ""Fast wifi \u2013 214 Mbps"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Clothing storage: walk-in closet"", ""Heating - split type ductless system"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Outdoor playground"", ""Standalone high chair - available upon request"", ""Dishes and silverware"", ""Washer"", ""LG Bluetooth sound system"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Shared gym nearby"", ""Hot water"", ""Private entrance""]",$144.00,2,28,2.0,2.0,28.0,28.0,2.0,28.0,,t,4,30,40,2024-12-20,18,18,3,2024-08-09,2024-12-03,4.94,5.0,4.94,5.0,4.67,4.94
4060,2024-12-20,2017-06-04,"Boston, MA",within an hour,100%,95%,t,Jamaica Plain,12,22,"['email', 'phone']",t,,Jamaica Plain,,42.32336251442836,-71.10762143057383,Private room in home,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Kitchen"", ""Lock on bedroom door"", ""Fire extinguisher"", ""First aid kit"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Washer"", ""Air conditioning"", ""TV"", ""Wifi"", ""Carbon monoxide alarm""]",$129.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,30,60,90,2024-12-20,0,0,0,,,,,,,,
4250,2024-12-20,2023-12-22,"Boston, MA",within an hour,100%,89%,f,Jamaica Plain,1,1,"['email', 'phone']",t,,Jamaica Plain,,42.3083695,-71.11887829999999,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Smoke alarm"", ""Clothing storage"", ""Conditioner"", ""Coffee maker"", ""Rice maker"", ""Hangers"", ""Stove"", ""Body soap"", ""Shower gel"", ""TV"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Bread maker"", ""Air conditioning"", ""Wine glasses"", ""Heating"", ""Cooking basics"", ""Hot water kettle"", ""Dining table"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Shampoo"", ""Blender"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$225.00,2,30,2.0,2.0,30.0,30.0,2.0,30.0,,t,16,40,70,2024-12-20,3,3,1,2024-11-10,2024-12-02,5.0,5.0,5.0,5.0,5.0,5.0
4399,2024-12-20,2018-01-22,"Boston, MA",within an hour,100%,100%,f,Jamaica Plain,2,3,"['email', 'phone']",t,,Jamaica Plain,,42.32477,-71.10621,Private room in bed and breakfast,Private room,1,1.0,1.0,1.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Kitchen"", ""Fire extinguisher"", ""First aid kit"", ""Host greets you"", ""Wifi"", ""Carbon monoxide alarm""]",$43.00,29,123,29.0,29.0,123.0,123.0,29.0,123.0,,t,11,31,61,2024-12-20,0,0,0,,,,,,,,
