,Unnamed: 0,last_scraped,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
2655,2655,2024-12-20,2019-07-13,"Boston, MA",within an hour,100%,100.0,f,Fenway–Kenmore,75,78,"['email', 'phone']",t,,Back Bay,,42.35106434619906,-71.0819839547802,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Paid parking on premises"", ""Fire extinguisher"", ""Window AC unit"", ""Pets allowed"", ""TV"", ""Wifi"", ""Carbon monoxide alarm""]",115.0,11,365,1.0,4.0,365.0,365.0,2.9,365.0,,t,30,60,90,2024-12-20,71,43,0,2023-03-25,2024-11-10,4.69,4.77,4.77,4.85,4.99,4.65
2656,2656,2024-12-20,2019-07-13,"Boston, MA",within an hour,100%,100.0,f,Fenway–Kenmore,75,78,"['email', 'phone']",t,,Back Bay,,42.34819947769173,-71.08644007542718,Entire rental unit,Entire home/apt,2,0.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Conditioner"", ""Coffee maker: drip coffee maker"", ""Hangers"", ""Radiant heating"", ""Stove"", ""Body soap"", ""Freezer"", ""Carbon monoxide alarm"", ""Oven"", ""Bathtub"", ""50 inch HDTV with Fire TV"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Long term stays allowed"", ""Wine glasses"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Dining table"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Cleaning available during stay"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Hot water""]",117.0,1,365,1.0,4.0,365.0,365.0,2.9,365.0,,t,30,60,90,2024-12-20,65,37,1,2023-04-07,2024-11-24,4.78,4.78,4.72,4.95,4.95,4.62
2657,2657,2024-12-20,2019-07-13,"Boston, MA",within an hour,100%,100.0,f,Fenway–Kenmore,75,78,"['email', 'phone']",t,,Back Bay,,42.34870643018961,-71.08644605772977,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Body soap"", ""TV"", ""Freezer"", ""Carbon monoxide alarm"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Wine glasses"", ""Heating"", ""Cooking basics"", ""Hot water kettle"", ""Dining table"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Cleaning available during stay"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Hot water""]",116.0,1,365,1.0,4.0,365.0,365.0,2.9,365.0,,t,26,56,86,2024-12-20,49,38,1,2023-02-27,2024-11-26,4.59,4.63,4.73,4.8,4.98,4.39
2658,2658,2024-12-20,2019-07-13,"Boston, MA",within an hour,100%,100.0,f,Fenway–Kenmore,75,78,"['email', 'phone']",t,,Back Bay,,42.34844,-71.08605,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Radiant heating"", ""Stove"", ""Body soap"", ""Freezer"", ""Carbon monoxide alarm"", ""Oven"", ""Bathtub"", ""50 inch HDTV with Fire TV"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Long term stays allowed"", ""Wine glasses"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Dining table"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Cleaning available during stay"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Hot water""]",129.0,1,365,1.0,4.0,365.0,365.0,3.0,365.0,,t,29,59,89,2024-12-20,77,46,2,2023-03-05,2024-11-25,4.74,4.75,4.87,4.91,4.96,4.53
2660,2660,2024-12-20,2016-10-19,"California City, CA",within a few hours,100%,54.0,t,Valley Village,33,48,"['email', 'phone']",t,,West Roxbury,,42.25824,-71.15987,Entire home,Entire home/apt,8,2.0,4.0,4.0,"[""Smoke alarm"", ""Clothing storage"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Body soap"", ""Shower gel"", ""TV"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""Bathtub"", ""Dryer"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Keypad"", ""Essentials"", ""Long term stays allowed"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dining table"", ""Fire pit"", ""Wifi"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Barbecue utensils"", ""Dishes and silverware"", ""Pets allowed"", ""Washer"", ""Patio or balcony"", ""BBQ grill"", ""Outdoor furniture"", ""Shampoo"", ""Blender"", ""Iron"", ""Backyard"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",187.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,,t,30,60,90,2024-12-20,0,0,0,,,,,,,,
2662,2662,2024-12-20,2015-04-12,"Boston, MA",within an hour,100%,100.0,t,Franklin Field North,7,7,"['email', 'phone']",t,Neighborhood highlights,Dorchester,,42.2958734,-71.08054650000001,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Smoke alarm"", ""Clothing storage"", ""Rice maker"", ""Hangers"", ""Body soap"", ""Shower gel"", ""TV"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Private backyard \u2013 Fully fenced"", ""Oven"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Keypad"", ""Essentials"", ""Fast wifi \u2013 604 Mbps"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine"", ""GE electric stove"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Crib"", ""Exterior security cameras on property"", ""Dining table"", ""Free street parking"", ""Coffee"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""Portable air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Free parking on premises"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",108.0,1,28,1.0,2.0,28.0,28.0,1.5,28.0,,t,21,51,81,2024-12-20,109,72,3,2023-03-01,2024-12-01,4.91,4.91,4.97,4.94,4.61,4.79
2663,2663,2024-12-20,2012-09-21,"Braintree, MA",within an hour,90%,50.0,f,Beacon Hill,3,3,"['email', 'phone']",f,,Beacon Hill,,42.359362,-71.0682975,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker: drip coffee maker"", ""Stove"", ""TV"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Window guards"", ""Keypad"", ""Essentials"", ""Air conditioning"", ""Paid parking garage off premises"", ""Long term stays allowed"", ""Dedicated workspace"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Bed linens"", ""Hot water"", ""Self check-in"", ""Kitchen"", ""Stainless steel oven"", ""Central heating"", ""Refrigerator"", ""Dishes and silverware"", ""Pets allowed"", ""Toaster"", ""Cooking basics"", ""Private entrance""]",146.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,,t,30,60,90,2024-12-20,2,2,0,2024-10-09,2024-11-17,5.0,5.0,5.0,5.0,5.0,5.0
2665,2665,2024-12-20,2014-03-27,"Boston, MA",within an hour,100%,86.0,t,Jamaica Plain,1,1,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.32289973146069,-71.11363270178217,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,"[""Smoke alarm"", ""Conditioner"", ""Coffee maker: drip coffee maker"", ""Hangers"", ""Board games"", ""Radiant heating"", ""Lockbox"", ""Body soap"", ""TV"", ""Electric stove"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Luggage dropoff allowed"", ""Oven"", ""Bathtub"", ""Window guards"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Drying rack for clothing"", ""Wine glasses"", ""Babysitter recommendations"", ""Portable fans"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Fast wifi \u2013 251 Mbps"", ""Children\u2019s dinnerware"", ""Books and reading material"", ""Dining table"", ""Pack \u2019n play/Travel crib - available upon request"", ""Clothing storage: wardrobe"", ""Free street parking"", ""Folding or convertible high chair - available upon request"", ""Coffee"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Crib - available upon request"", ""Ceiling fan"", ""Kitchen"", ""Portable air conditioning"", ""Hair dryer"", ""Changing table - available upon request"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Refrigerator"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",117.0,29,183,29.0,29.0,183.0,183.0,29.0,183.0,,t,12,33,38,2024-12-20,6,3,0,2023-08-02,2024-09-02,5.0,5.0,5.0,5.0,5.0,4.83
2666,2666,2024-12-20,2017-03-03,"Boston, MA",within an hour,100%,100.0,t,Jamaica Plain,1,1,"['email', 'phone']",t,,Jamaica Plain,,42.3117713,-71.11527120000001,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Body soap"", ""Shower gel"", ""TV"", ""Electric stove"", ""Freezer"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Fire extinguisher"", ""Keypad"", ""Long term stays allowed"", ""Wine glasses"", ""Heating"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Books and reading material"", ""Exterior security cameras on property"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""Hot water"", ""Self check-in"", ""Ceiling fan"", ""Single oven"", ""Kitchen"", ""Portable air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Free parking on premises"", ""Dishes and silverware"", ""Pets allowed"", ""Shampoo"", ""Conditioner""]",124.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,11,31,58,2024-12-20,57,46,2,2023-03-25,2024-12-01,4.79,4.89,4.88,4.91,4.91,4.7
2667,2667,2024-12-20,2012-04-13,"Boston, MA",within an hour,98%,92.0,,Allston,10,32,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Allston,,42.35647,-71.13576,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,"[""Smoke alarm"", ""Clothing storage"", ""Ethernet connection"", ""Courtyard view"", ""Coffee maker"", ""Hangers"", ""Stove"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Keypad"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Free street parking"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Dishes and silverware"", ""Washer"", ""Patio or balcony"", ""Shampoo"", ""Backyard"", ""Iron"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",169.0,2,365,1.0,2.0,365.0,365.0,1.3,365.0,,t,23,49,79,2024-12-20,12,1,0,2023-03-09,2024-05-20,4.25,4.5,4.75,4.58,4.0,4.17
2668,2668,2024-12-20,2016-12-16,"New York, NY",within an hour,100%,97.0,f,Cambridge,4630,4939,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Brighton,,42.34777380000001,-71.1460998,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Gym"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Washer \u2013\u00a0In unit"", ""Dryer \u2013\u00a0In unit"", ""Essentials"", ""High chair"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Cooking basics"", ""Crib"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Paid parking on premises"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",140.0,32,1125,31.0,334.0,1125.0,1125.0,40.0,1125.0,,t,0,30,60,2024-12-20,0,0,0,,,,,,,,
2673,2673,2024-12-20,2021-05-25,"Boston, MA",within an hour,100%,100.0,t,Mattapan,1,1,['phone'],f,Neighborhood highlights,Mattapan,,42.27294408892755,-71.0991840898128,Entire home,Entire home/apt,4,1.0,2.0,2.0,"[""Smoke alarm"", ""Conditioner"", ""Coffee maker: drip coffee maker"", ""Paid parking garage on premises \u2013 1 space"", ""Hangers"", ""Indoor fireplace: electric"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Fast wifi \u2013 155 Mbps"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Keypad"", ""Essentials"", ""Single level home"", ""Long term stays allowed"", ""Wine glasses"", ""Paid washer \u2013 In unit"", ""Portable fans"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Books and reading material"", ""Exterior security cameras on property"", ""Dining table"", ""50 inch TV with Roku, Amazon Prime Video"", ""Free street parking"", ""Shared backyard \u2013 Fully fenced"", ""Coffee"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Portable heater"", ""Kitchen"", ""Portable air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Outdoor furniture"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Toaster"", ""Paid dryer \u2013 In unit"", ""Hot water"", ""Private entrance""]",195.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,,t,30,39,69,2024-12-20,40,25,0,2023-03-20,2024-11-03,4.85,4.9,4.88,4.95,4.65,4.68
2674,2674,2024-12-20,2019-11-02,"Cambridge, MA",within an hour,100%,89.0,,Brighton,12,15,"['email', 'phone']",t,,Brighton,,42.35044,-71.14829,Entire condo,Entire home/apt,5,1.0,2.0,4.0,"[""Smoke alarm"", ""Conditioner"", ""Coffee maker"", ""Rice maker"", ""Hangers"", ""Radiant heating"", ""Induction stove"", ""Body soap"", ""Shower gel"", ""TV"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Stainless steel single oven"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Smart lock"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Dishes and silverware"", ""Washer"", ""Patio or balcony"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water""]",171.0,5,365,1.0,6.0,365.0,365.0,5.1,365.0,,t,8,32,62,2024-12-20,30,23,1,2023-04-14,2024-11-24,4.97,5.0,5.0,5.0,4.9,4.77
2683,2683,2024-12-20,2014-05-27,"Boston, MA",within an hour,100%,34.0,t,Hyde Park,20,30,"['email', 'phone']",t,,Jamaica Plain,,42.31059,-71.1056,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Smoke alarm"", ""Clothing storage"", ""Hangers"", ""Free driveway parking on premises \u2013 1 space"", ""TV"", ""Freezer"", ""Carbon monoxide alarm"", ""Oven"", ""Bathtub"", ""Essentials"", ""Long term stays allowed"", ""Wine glasses"", ""Dedicated workspace"", ""Cooking basics"", ""Window AC unit"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Coffee"", ""Smart lock"", ""Bed linens"", ""Self check-in"", ""Cleaning available during stay"", ""Kitchen"", ""Central heating"", ""Refrigerator"", ""Barbecue utensils"", ""Dishes and silverware"", ""Pets allowed"", ""Washer"", ""Blender"", ""Iron"", ""Dishwasher"", ""Hot water""]",180.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,30,60,85,2024-12-20,3,2,0,2023-11-13,2024-03-15,5.0,5.0,5.0,5.0,5.0,5.0
2684,2684,2024-12-20,2016-02-27,"Boston, MA",within a few hours,100%,100.0,t,Harbor View / Orient Heights,2,3,"['email', 'phone']",f,,East Boston,,42.38353,-71.01702,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,"[""Smoke alarm"", ""Hangers"", ""Bosch stainless steel single oven"", ""TV"", ""Shared beach access"", ""Freezer"", ""Carbon monoxide alarm"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Cooking basics"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Bed linens"", ""Bosch refrigerator"", ""Kitchen"", ""Central heating"", ""Hair dryer"", ""Free parking on premises"", ""Dishes and silverware"", ""Washer"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",175.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,,t,0,18,48,2024-12-20,3,1,0,2023-04-10,2024-03-24,5.0,5.0,5.0,5.0,4.67,4.67
2685,2685,2024-12-20,2023-02-22,,within an hour,100%,100.0,f,Dorchester,1,1,"['email', 'phone']",t,Neighborhood highlights,Dorchester,,42.28842855280418,-71.08932835489816,Entire serviced apartment,Entire home/apt,3,1.0,1.0,2.0,"[""Smoke alarm"", ""Conditioner"", ""Hangers"", ""Induction stove"", ""Free driveway parking on premises \u2013 2 spaces"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Exercise equipment: elliptical, free weights, yoga mat"", ""Luggage dropoff allowed"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Keypad"", ""Essentials"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Coffee maker: Keurig coffee machine"", ""Safe"", ""Drying rack for clothing"", ""Wine glasses"", ""Portable fans"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Books and reading material"", ""Exterior security cameras on property"", ""Dining table"", ""Free street parking"", ""Shared backyard \u2013 Fully fenced"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""Hot water"", ""First aid kit"", ""Self check-in"", ""Portable heater"", ""Kitchen"", ""Hair dryer"", ""Dishes and silverware"", ""Sono Bluetooth sound system"", ""Kenmore refrigerator"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Toaster"", ""55 inch HDTV with standard cable, DVD player"", ""Private entrance""]",112.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,25,55,85,2024-12-20,224,112,4,2023-03-05,2024-12-16,4.71,4.79,4.85,4.86,4.2,4.64
2686,2686,2024-12-20,2011-07-13,"Boston, MA",within an hour,100%,99.0,f,Beacon Hill,82,115,"['email', 'phone']",t,,South Boston,,42.34183,-71.0558,Private room in rental unit,Private room,4,1.0,1.0,4.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Central air conditioning"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Paid washer \u2013 In building"", ""Shower gel"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""40 inch HDTV with Roku"", ""Fire extinguisher"", ""Room-darkening shades"", ""Essentials"", ""Paid dryer \u2013 In building"", ""Dedicated workspace"", ""Wifi"", ""Microwave"", ""Coffee"", ""Smart lock"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Central heating"", ""Hair dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Cooking basics""]",118.0,2,365,1.0,7.0,365.0,365.0,5.1,365.0,,t,10,10,10,2024-12-20,23,10,0,2023-04-07,2024-11-11,4.39,4.57,4.43,4.74,4.78,4.3
2687,2687,2024-12-20,2020-10-25,"Boston, MA",within an hour,100%,100.0,f,Franklin Field North,1,1,"['email', 'phone']",t,,Dorchester,,42.302495,-71.08192269999999,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Smoke alarm"", ""Indoor fireplace: electric"", ""Coffee maker: drip coffee maker, Nespresso"", ""TV"", ""Freezer"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Private backyard \u2013 Fully fenced"", ""Children\u2019s books and toys"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Movie theater"", ""Stainless steel single oven"", ""Wine glasses"", ""EV charger"", ""Dedicated workspace"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Free street parking"", ""Stainless steel electric stove"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Shared patio or balcony"", ""Exercise equipment"", ""Smart lock"", ""First aid kit"", ""Self check-in"", ""Cleaning available during stay"", ""Free washer \u2013 In unit"", ""Heating - split type ductless system"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Private hot tub"", ""Free parking on premises"", ""Dishes and silverware"", ""Pets allowed"", ""BBQ grill"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Cooking basics""]",190.0,29,730,29.0,29.0,730.0,730.0,29.0,730.0,,t,0,0,0,2024-12-20,4,1,0,2023-05-04,2024-02-26,4.0,4.5,4.75,4.25,3.5,4.5
2693,2693,2024-12-20,2019-09-25,,within an hour,100%,94.0,f,Fenway/Kenmore,176,1580,"['email', 'phone']",t,,North End,,42.36579609713881,-71.0554617416733,Private room in rental unit,Private room,1,0.0,3.0,1.0,"[""Smoke alarm"", ""Heating"", ""Cooking basics"", ""Self check-in"", ""Dishes and silverware"", ""Free street parking"", ""Lockbox"", ""TV"", ""Wifi"", ""Microwave"", ""Oven"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Hot water""]",102.0,91,180,91.0,91.0,180.0,180.0,91.0,180.0,,t,15,45,75,2024-12-20,0,0,0,,,,,,,,
2695,2695,2024-12-20,2016-12-16,"New York, NY",within an hour,100%,97.0,f,Cambridge,4630,4939,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Fenway,,42.3472723,-71.10130939999999,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Gym"", ""Pool"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Washer \u2013\u00a0In unit"", ""Dryer \u2013\u00a0In unit"", ""Essentials"", ""High chair"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Cooking basics"", ""Crib"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",163.0,32,1125,31.0,334.0,1125.0,1125.0,37.8,1125.0,,t,0,0,0,2024-12-20,0,0,0,,,,,,,,
2696,2696,2024-12-20,2016-12-16,"New York, NY",within an hour,100%,97.0,f,Cambridge,4630,4939,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Fenway,,42.3475057,-71.1010258,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Gym"", ""Pool"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Washer \u2013\u00a0In unit"", ""Dryer \u2013\u00a0In unit"", ""Essentials"", ""High chair"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Cooking basics"", ""Crib"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",136.0,32,1125,31.0,365.0,1125.0,1125.0,34.7,1125.0,,t,0,0,0,2024-12-20,2,1,0,2023-11-26,2024-06-28,5.0,4.5,5.0,5.0,4.5,4.5
2697,2697,2024-12-20,2021-06-28,"Boston, MA",within an hour,100%,100.0,f,South End,33,155,"['email', 'phone']",t,Neighborhood highlights,South End,,42.340777042944055,-71.07881575156476,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Hangers"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Dryer"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Keypad"", ""Essentials"", ""Long term stays allowed"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Wifi"", ""First aid kit"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Pets allowed"", ""Washer"", ""Paid parking off premises"", ""Shampoo"", ""Iron"", ""Hot water"", ""Private entrance""]",101.0,1,14,1.0,5.0,14.0,14.0,4.1,14.0,,t,30,60,90,2024-12-20,6,5,0,2023-03-02,2024-05-21,4.83,4.67,5.0,5.0,4.83,4.5
2725,2725,2024-12-20,2016-12-16,"New York, NY",within an hour,100%,97.0,f,Cambridge,4630,4939,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Fenway,,42.3472723,-71.10130939999999,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Gym"", ""Pool"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Washer \u2013\u00a0In unit"", ""Dryer \u2013\u00a0In unit"", ""Essentials"", ""High chair"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Cooking basics"", ""Crib"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",138.0,32,1125,31.0,365.0,1125.0,1125.0,34.7,1125.0,,t,0,0,0,2024-12-20,0,0,0,,,,,,,,
